"T","reject","method","dgp","Nsim","mcse"
2650,0.6565,"Conventional OLS","(0.95,0.95)",2000,0.0106185627558535
2700,0.653,"Conventional OLS","(0.95,0.95)",2000,0.0106440358887031
2750,0.654,"Conventional OLS","(0.95,0.95)",2000,0.0106368228339105
2800,0.6605,"Conventional OLS","(0.95,0.95)",2000,0.0105886672910239
2850,0.6555,"Conventional OLS","(0.95,0.95)",2000,0.0106259058437387
2900,0.662,"Conventional OLS","(0.95,0.95)",2000,0.0105772397155402
2950,0.6695,"Conventional OLS","(0.95,0.95)",2000,0.0105183114139105
3000,0.6625,"Conventional OLS","(0.95,0.95)",2000,0.0105734041349038
3050,0.659,"Conventional OLS","(0.95,0.95)",2000,0.0105999764150681
3100,0.6645,"Conventional OLS","(0.95,0.95)",2000,0.0105579294845154
3150,0.6605,"Conventional OLS","(0.95,0.95)",2000,0.0105886672910239
3200,0.654,"Conventional OLS","(0.95,0.95)",2000,0.0106368228339105
3250,0.658,"Conventional OLS","(0.95,0.95)",2000,0.0106074502119972
3300,0.6525,"Conventional OLS","(0.95,0.95)",2000,0.0106476229741666
3350,0.6635,"Conventional OLS","(0.95,0.95)",2000,0.0105656933042749
3400,0.6645,"Conventional OLS","(0.95,0.95)",2000,0.0105579294845154
3450,0.662,"Conventional OLS","(0.95,0.95)",2000,0.0105772397155402
3500,0.658,"Conventional OLS","(0.95,0.95)",2000,0.0106074502119972
3550,0.6575,"Conventional OLS","(0.95,0.95)",2000,0.0106111674664007
3600,0.6585,"Conventional OLS","(0.95,0.95)",2000,0.0106037198661602
3650,0.647,"Conventional OLS","(0.95,0.95)",2000,0.0106862294566419
3700,0.647,"Conventional OLS","(0.95,0.95)",2000,0.0106862294566419
3750,0.644,"Conventional OLS","(0.95,0.95)",2000,0.0107066334578148
3800,0.644,"Conventional OLS","(0.95,0.95)",2000,0.0107066334578148
3850,0.656,"Conventional OLS","(0.95,0.95)",2000,0.0106222408182078
3900,0.643,"Conventional OLS","(0.95,0.95)",2000,0.0107133328147687
3950,0.643,"Conventional OLS","(0.95,0.95)",2000,0.0107133328147687
4000,0.648,"Conventional OLS","(0.95,0.95)",2000,0.0106793258214178
4050,0.657,"Conventional OLS","(0.95,0.95)",2000,0.0106148716431241
4100,0.651,"Conventional OLS","(0.95,0.95)",2000,0.0106583066197215
4150,0.65,"Conventional OLS","(0.95,0.95)",2000,0.0106653645038508
4200,0.6445,"Conventional OLS","(0.95,0.95)",2000,0.0107032646888695
4250,0.6495,"Conventional OLS","(0.95,0.95)",2000,0.0106688741205434
4300,0.6555,"Conventional OLS","(0.95,0.95)",2000,0.0106259058437387
4350,0.6515,"Conventional OLS","(0.95,0.95)",2000,0.010654758326682
4400,0.6505,"Conventional OLS","(0.95,0.95)",2000,0.0106618420078334
4450,0.6505,"Conventional OLS","(0.95,0.95)",2000,0.0106618420078334
4500,0.653,"Conventional OLS","(0.95,0.95)",2000,0.0106440358887031
4550,0.653,"Conventional OLS","(0.95,0.95)",2000,0.0106440358887031
4600,0.653,"Conventional OLS","(0.95,0.95)",2000,0.0106440358887031
4650,0.65,"Conventional OLS","(0.95,0.95)",2000,0.0106653645038508
4700,0.6515,"Conventional OLS","(0.95,0.95)",2000,0.010654758326682
4750,0.6485,"Conventional OLS","(0.95,0.95)",2000,0.0106758547667154
4800,0.6555,"Conventional OLS","(0.95,0.95)",2000,0.0106259058437387
4850,0.655,"Conventional OLS","(0.95,0.95)",2000,0.0106295578459313
4900,0.657,"Conventional OLS","(0.95,0.95)",2000,0.0106148716431241
4950,0.653,"Conventional OLS","(0.95,0.95)",2000,0.0106440358887031
5000,0.6595,"Conventional OLS","(0.95,0.95)",2000,0.0105962198448315
50,0.2055,"Conventional OLS","(0.9,0.5)",2000,0.00903520198999447
100,0.21,"Conventional OLS","(0.9,0.5)",2000,0.00910768905925098
150,0.2225,"Conventional OLS","(0.9,0.5)",2000,0.00930036961631096
200,0.2175,"Conventional OLS","(0.9,0.5)",2000,0.00922479674572833
250,0.2185,"Conventional OLS","(0.9,0.5)",2000,0.00924006899324891
300,0.2175,"Conventional OLS","(0.9,0.5)",2000,0.00922479674572833
350,0.214,"Conventional OLS","(0.9,0.5)",2000,0.00917071425789726
400,0.2155,"Conventional OLS","(0.9,0.5)",2000,0.00919401299759795
450,0.224,"Conventional OLS","(0.9,0.5)",2000,0.00932266056445262
500,0.2195,"Conventional OLS","(0.9,0.5)",2000,0.00925526201682049
550,0.2275,"Conventional OLS","(0.9,0.5)",2000,0.00937399994666098
600,0.224,"Conventional OLS","(0.9,0.5)",2000,0.00932266056445262
650,0.22,"Conventional OLS","(0.9,0.5)",2000,0.00926282894152753
700,0.218,"Conventional OLS","(0.9,0.5)",2000,0.00923244279700665
750,0.2315,"Conventional OLS","(0.9,0.5)",2000,0.00943153619512749
800,0.2305,"Conventional OLS","(0.9,0.5)",2000,0.00941726473027067
850,0.2295,"Conventional OLS","(0.9,0.5)",2000,0.0094029184299344
900,0.234,"Conventional OLS","(0.9,0.5)",2000,0.00946688966873492
950,0.2315,"Conventional OLS","(0.9,0.5)",2000,0.00943153619512749
1000,0.231,"Conventional OLS","(0.9,0.5)",2000,0.00942440979584398
1050,0.233,"Conventional OLS","(0.9,0.5)",2000,0.00945280381685773
1100,0.2345,"Conventional OLS","(0.9,0.5)",2000,0.00947390494991374
1150,0.2305,"Conventional OLS","(0.9,0.5)",2000,0.00941726473027067
1200,0.2365,"Conventional OLS","(0.9,0.5)",2000,0.00950178272746752
1250,0.237,"Conventional OLS","(0.9,0.5)",2000,0.00950870653664314
1300,0.246,"Conventional OLS","(0.9,0.5)",2000,0.0096302647938673
1350,0.242,"Conventional OLS","(0.9,0.5)",2000,0.00957695149825872
1400,0.2435,"Conventional OLS","(0.9,0.5)",2000,0.00959707637773088
1450,0.2385,"Conventional OLS","(0.9,0.5)",2000,0.00952936907670177
1500,0.2375,"Conventional OLS","(0.9,0.5)",2000,0.00951561217158413
1550,0.2405,"Conventional OLS","(0.9,0.5)",2000,0.00955666652133473
1600,0.24,"Conventional OLS","(0.9,0.5)",2000,0.00954986910905066
1650,0.2325,"Conventional OLS","(0.9,0.5)",2000,0.00944573316370942
1700,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
1750,0.24,"Conventional OLS","(0.9,0.5)",2000,0.00954986910905066
1800,0.2385,"Conventional OLS","(0.9,0.5)",2000,0.00952936907670177
1850,0.245,"Conventional OLS","(0.9,0.5)",2000,0.00961704216482386
1900,0.237,"Conventional OLS","(0.9,0.5)",2000,0.00950870653664314
1950,0.242,"Conventional OLS","(0.9,0.5)",2000,0.00957695149825872
2000,0.247,"Conventional OLS","(0.9,0.5)",2000,0.00964341744403922
2050,0.254,"Conventional OLS","(0.9,0.5)",2000,0.00973355022589394
2100,0.2455,"Conventional OLS","(0.9,0.5)",2000,0.00962366224469666
2150,0.2395,"Conventional OLS","(0.9,0.5)",2000,0.00954305375652888
2200,0.2325,"Conventional OLS","(0.9,0.5)",2000,0.00944573316370942
2250,0.2345,"Conventional OLS","(0.9,0.5)",2000,0.00947390494991374
2300,0.232,"Conventional OLS","(0.9,0.5)",2000,0.00943864397040168
2350,0.2395,"Conventional OLS","(0.9,0.5)",2000,0.00954305375652888
2400,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
2450,0.2325,"Conventional OLS","(0.9,0.5)",2000,0.00944573316370942
2500,0.228,"Conventional OLS","(0.9,0.5)",2000,0.00938125791138907
2550,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
2600,0.233,"Conventional OLS","(0.9,0.5)",2000,0.00945280381685773
2650,0.2225,"Conventional OLS","(0.9,0.5)",2000,0.00930036961631096
2700,0.225,"Conventional OLS","(0.9,0.5)",2000,0.00933742469849155
2750,0.2305,"Conventional OLS","(0.9,0.5)",2000,0.00941726473027067
2800,0.231,"Conventional OLS","(0.9,0.5)",2000,0.00942440979584398
2850,0.233,"Conventional OLS","(0.9,0.5)",2000,0.00945280381685773
2900,0.236,"Conventional OLS","(0.9,0.5)",2000,0.00949484070429831
2950,0.2295,"Conventional OLS","(0.9,0.5)",2000,0.0094029184299344
3000,0.231,"Conventional OLS","(0.9,0.5)",2000,0.00942440979584398
3050,0.2345,"Conventional OLS","(0.9,0.5)",2000,0.00947390494991374
3100,0.228,"Conventional OLS","(0.9,0.5)",2000,0.00938125791138907
3150,0.2315,"Conventional OLS","(0.9,0.5)",2000,0.00943153619512749
3200,0.232,"Conventional OLS","(0.9,0.5)",2000,0.00943864397040168
3250,0.234,"Conventional OLS","(0.9,0.5)",2000,0.00946688966873492
3300,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
3350,0.235,"Conventional OLS","(0.9,0.5)",2000,0.00948090185583629
3400,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
3450,0.233,"Conventional OLS","(0.9,0.5)",2000,0.00945280381685773
3500,0.2335,"Conventional OLS","(0.9,0.5)",2000,0.00945985597141944
3550,0.2375,"Conventional OLS","(0.9,0.5)",2000,0.00951561217158413
3600,0.232,"Conventional OLS","(0.9,0.5)",2000,0.00943864397040168
3650,0.227,"Conventional OLS","(0.9,0.5)",2000,0.00936672301287916
3700,0.231,"Conventional OLS","(0.9,0.5)",2000,0.00942440979584398
3750,0.2285,"Conventional OLS","(0.9,0.5)",2000,0.00938849695105665
3800,0.2325,"Conventional OLS","(0.9,0.5)",2000,0.00944573316370942
3850,0.2265,"Conventional OLS","(0.9,0.5)",2000,0.00935942706579842
3900,0.2285,"Conventional OLS","(0.9,0.5)",2000,0.00938849695105665
3950,0.2265,"Conventional OLS","(0.9,0.5)",2000,0.00935942706579842
4000,0.224,"Conventional OLS","(0.9,0.5)",2000,0.00932266056445262
4050,0.229,"Conventional OLS","(0.9,0.5)",2000,0.00939571710940682
4100,0.23,"Conventional OLS","(0.9,0.5)",2000,0.00941010095588777
4150,0.225,"Conventional OLS","(0.9,0.5)",2000,0.00933742469849155
4200,0.2255,"Conventional OLS","(0.9,0.5)",2000,0.00934477795348825
4250,0.2205,"Conventional OLS","(0.9,0.5)",2000,0.00927037620595842
4300,0.2245,"Conventional OLS","(0.9,0.5)",2000,0.00933005225065755
4350,0.2245,"Conventional OLS","(0.9,0.5)",2000,0.00933005225065755
4400,0.2225,"Conventional OLS","(0.9,0.5)",2000,0.00930036961631096
4450,0.224,"Conventional OLS","(0.9,0.5)",2000,0.00932266056445262
4500,0.2195,"Conventional OLS","(0.9,0.5)",2000,0.00925526201682049
4550,0.2215,"Conventional OLS","(0.9,0.5)",2000,0.0092854119456274
4600,0.228,"Conventional OLS","(0.9,0.5)",2000,0.00938125791138907
4650,0.224,"Conventional OLS","(0.9,0.5)",2000,0.00932266056445262
4700,0.2265,"Conventional OLS","(0.9,0.5)",2000,0.00935942706579842
4750,0.2215,"Conventional OLS","(0.9,0.5)",2000,0.0092854119456274
4800,0.221,"Conventional OLS","(0.9,0.5)",2000,0.00927790385809209
4850,0.222,"Conventional OLS","(0.9,0.5)",2000,0.00929290051598531
4900,0.218,"Conventional OLS","(0.9,0.5)",2000,0.00923244279700665
4950,0.2185,"Conventional OLS","(0.9,0.5)",2000,0.00924006899324891
5000,0.2155,"Conventional OLS","(0.9,0.5)",2000,0.00919401299759795
50,0.001,"Conventional OLS","(0.8,-0.8)",2000,0.000706753139363385
100,5e-04,"Conventional OLS","(0.8,-0.8)",2000,0.000499874984371093
150,5e-04,"Conventional OLS","(0.8,-0.8)",2000,0.000499874984371093
200,0,"Conventional OLS","(0.8,-0.8)",2000,0
250,0,"Conventional OLS","(0.8,-0.8)",2000,0
300,0,"Conventional OLS","(0.8,-0.8)",2000,0
350,0,"Conventional OLS","(0.8,-0.8)",2000,0
400,0,"Conventional OLS","(0.8,-0.8)",2000,0
450,0,"Conventional OLS","(0.8,-0.8)",2000,0
500,0,"Conventional OLS","(0.8,-0.8)",2000,0
550,0,"Conventional OLS","(0.8,-0.8)",2000,0
600,0,"Conventional OLS","(0.8,-0.8)",2000,0
650,0,"Conventional OLS","(0.8,-0.8)",2000,0
700,0,"Conventional OLS","(0.8,-0.8)",2000,0
750,0,"Conventional OLS","(0.8,-0.8)",2000,0
800,0,"Conventional OLS","(0.8,-0.8)",2000,0
850,0,"Conventional OLS","(0.8,-0.8)",2000,0
900,0,"Conventional OLS","(0.8,-0.8)",2000,0
950,0,"Conventional OLS","(0.8,-0.8)",2000,0
1000,0,"Conventional OLS","(0.8,-0.8)",2000,0
1050,0,"Conventional OLS","(0.8,-0.8)",2000,0
1100,0,"Conventional OLS","(0.8,-0.8)",2000,0
1150,0,"Conventional OLS","(0.8,-0.8)",2000,0
1200,0,"Conventional OLS","(0.8,-0.8)",2000,0
1250,0,"Conventional OLS","(0.8,-0.8)",2000,0
1300,0,"Conventional OLS","(0.8,-0.8)",2000,0
1350,0,"Conventional OLS","(0.8,-0.8)",2000,0
1400,0,"Conventional OLS","(0.8,-0.8)",2000,0
1450,0,"Conventional OLS","(0.8,-0.8)",2000,0
1500,0,"Conventional OLS","(0.8,-0.8)",2000,0
1550,0,"Conventional OLS","(0.8,-0.8)",2000,0
1600,0,"Conventional OLS","(0.8,-0.8)",2000,0
1650,0,"Conventional OLS","(0.8,-0.8)",2000,0
1700,0,"Conventional OLS","(0.8,-0.8)",2000,0
1750,0,"Conventional OLS","(0.8,-0.8)",2000,0
1800,0,"Conventional OLS","(0.8,-0.8)",2000,0
1850,0,"Conventional OLS","(0.8,-0.8)",2000,0
1900,0,"Conventional OLS","(0.8,-0.8)",2000,0
1950,0,"Conventional OLS","(0.8,-0.8)",2000,0
2000,0,"Conventional OLS","(0.8,-0.8)",2000,0
2050,0,"Conventional OLS","(0.8,-0.8)",2000,0
2100,0,"Conventional OLS","(0.8,-0.8)",2000,0
2150,0,"Conventional OLS","(0.8,-0.8)",2000,0
2200,0,"Conventional OLS","(0.8,-0.8)",2000,0
2250,0,"Conventional OLS","(0.8,-0.8)",2000,0
2300,0,"Conventional OLS","(0.8,-0.8)",2000,0
2350,0,"Conventional OLS","(0.8,-0.8)",2000,0
2400,0,"Conventional OLS","(0.8,-0.8)",2000,0
2450,0,"Conventional OLS","(0.8,-0.8)",2000,0
2500,0,"Conventional OLS","(0.8,-0.8)",2000,0
2550,0,"Conventional OLS","(0.8,-0.8)",2000,0
2600,0,"Conventional OLS","(0.8,-0.8)",2000,0
2650,0,"Conventional OLS","(0.8,-0.8)",2000,0
2700,0,"Conventional OLS","(0.8,-0.8)",2000,0
2750,0,"Conventional OLS","(0.8,-0.8)",2000,0
2800,0,"Conventional OLS","(0.8,-0.8)",2000,0
2850,0,"Conventional OLS","(0.8,-0.8)",2000,0
2900,0,"Conventional OLS","(0.8,-0.8)",2000,0
2950,0,"Conventional OLS","(0.8,-0.8)",2000,0
3000,0,"Conventional OLS","(0.8,-0.8)",2000,0
3050,0,"Conventional OLS","(0.8,-0.8)",2000,0
3100,0,"Conventional OLS","(0.8,-0.8)",2000,0
3150,0,"Conventional OLS","(0.8,-0.8)",2000,0
3200,0,"Conventional OLS","(0.8,-0.8)",2000,0
3250,0,"Conventional OLS","(0.8,-0.8)",2000,0
3300,0,"Conventional OLS","(0.8,-0.8)",2000,0
3350,0,"Conventional OLS","(0.8,-0.8)",2000,0
3400,0,"Conventional OLS","(0.8,-0.8)",2000,0
3450,0,"Conventional OLS","(0.8,-0.8)",2000,0
3500,0,"Conventional OLS","(0.8,-0.8)",2000,0
3550,0,"Conventional OLS","(0.8,-0.8)",2000,0
3600,0,"Conventional OLS","(0.8,-0.8)",2000,0
3650,0,"Conventional OLS","(0.8,-0.8)",2000,0
3700,0,"Conventional OLS","(0.8,-0.8)",2000,0
3750,0,"Conventional OLS","(0.8,-0.8)",2000,0
3800,0,"Conventional OLS","(0.8,-0.8)",2000,0
3850,0,"Conventional OLS","(0.8,-0.8)",2000,0
3900,0,"Conventional OLS","(0.8,-0.8)",2000,0
3950,0,"Conventional OLS","(0.8,-0.8)",2000,0
4000,0,"Conventional OLS","(0.8,-0.8)",2000,0
4050,0,"Conventional OLS","(0.8,-0.8)",2000,0
4100,0,"Conventional OLS","(0.8,-0.8)",2000,0
4150,0,"Conventional OLS","(0.8,-0.8)",2000,0
4200,0,"Conventional OLS","(0.8,-0.8)",2000,0
4250,0,"Conventional OLS","(0.8,-0.8)",2000,0
4300,0,"Conventional OLS","(0.8,-0.8)",2000,0
4350,0,"Conventional OLS","(0.8,-0.8)",2000,0
4400,0,"Conventional OLS","(0.8,-0.8)",2000,0
4450,0,"Conventional OLS","(0.8,-0.8)",2000,0
4500,0,"Conventional OLS","(0.8,-0.8)",2000,0
4550,0,"Conventional OLS","(0.8,-0.8)",2000,0
4600,0,"Conventional OLS","(0.8,-0.8)",2000,0
4650,0,"Conventional OLS","(0.8,-0.8)",2000,0
4700,0,"Conventional OLS","(0.8,-0.8)",2000,0
4750,0,"Conventional OLS","(0.8,-0.8)",2000,0
4800,0,"Conventional OLS","(0.8,-0.8)",2000,0
4850,0,"Conventional OLS","(0.8,-0.8)",2000,0
4900,0,"Conventional OLS","(0.8,-0.8)",2000,0
4950,0,"Conventional OLS","(0.8,-0.8)",2000,0
5000,0,"Conventional OLS","(0.8,-0.8)",2000,0
50,0.041,"Conventional OLS","AR/MA lambda=1",2000,0.00443390347211123
100,0.051,"Conventional OLS","AR/MA lambda=1",2000,0.00491929873051027
150,0.0445,"Conventional OLS","AR/MA lambda=1",2000,0.00461084319837489
200,0.0485,"Conventional OLS","AR/MA lambda=1",2000,0.00480352734977121
250,0.0515,"Conventional OLS","AR/MA lambda=1",2000,0.00494205169944629
300,0.0465,"Conventional OLS","AR/MA lambda=1",2000,0.00470838348055891
350,0.045,"Conventional OLS","AR/MA lambda=1",2000,0.00463546114210873
400,0.0415,"Conventional OLS","AR/MA lambda=1",2000,0.00445969449626317
450,0.044,"Conventional OLS","AR/MA lambda=1",2000,0.00458606585212206
500,0.043,"Conventional OLS","AR/MA lambda=1",2000,0.00453602248671675
550,0.042,"Conventional OLS","AR/MA lambda=1",2000,0.00448530935387962
600,0.041,"Conventional OLS","AR/MA lambda=1",2000,0.00443390347211123
650,0.0365,"Conventional OLS","AR/MA lambda=1",2000,0.0041933131292571
700,0.039,"Conventional OLS","AR/MA lambda=1",2000,0.00432891441356837
750,0.038,"Conventional OLS","AR/MA lambda=1",2000,0.00427527776875374
800,0.042,"Conventional OLS","AR/MA lambda=1",2000,0.00448530935387962
850,0.041,"Conventional OLS","AR/MA lambda=1",2000,0.00443390347211123
900,0.0425,"Conventional OLS","AR/MA lambda=1",2000,0.00451075104611194
950,0.04,"Conventional OLS","AR/MA lambda=1",2000,0.00438178046004133
1000,0.0435,"Conventional OLS","AR/MA lambda=1",2000,0.00456112650559048
1050,0.043,"Conventional OLS","AR/MA lambda=1",2000,0.00453602248671675
1100,0.0465,"Conventional OLS","AR/MA lambda=1",2000,0.00470838348055891
1150,0.0475,"Conventional OLS","AR/MA lambda=1",2000,0.00475624589355933
1200,0.051,"Conventional OLS","AR/MA lambda=1",2000,0.00491929873051027
1250,0.055,"Conventional OLS","AR/MA lambda=1",2000,0.00509779364038993
1300,0.053,"Conventional OLS","AR/MA lambda=1",2000,0.0050095408971282
1350,0.049,"Conventional OLS","AR/MA lambda=1",2000,0.00482695556225661
1400,0.046,"Conventional OLS","AR/MA lambda=1",2000,0.00468422885862764
1450,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
1500,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
1550,0.0435,"Conventional OLS","AR/MA lambda=1",2000,0.00456112650559048
1600,0.0445,"Conventional OLS","AR/MA lambda=1",2000,0.00461084319837489
1650,0.0435,"Conventional OLS","AR/MA lambda=1",2000,0.00456112650559048
1700,0.0445,"Conventional OLS","AR/MA lambda=1",2000,0.00461084319837489
1750,0.0445,"Conventional OLS","AR/MA lambda=1",2000,0.00461084319837489
1800,0.045,"Conventional OLS","AR/MA lambda=1",2000,0.00463546114210873
1850,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
1900,0.0435,"Conventional OLS","AR/MA lambda=1",2000,0.00456112650559048
1950,0.0465,"Conventional OLS","AR/MA lambda=1",2000,0.00470838348055891
2000,0.05,"Conventional OLS","AR/MA lambda=1",2000,0.00487339717240448
2050,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
2100,0.0445,"Conventional OLS","AR/MA lambda=1",2000,0.00461084319837489
2150,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
2200,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
2250,0.05,"Conventional OLS","AR/MA lambda=1",2000,0.00487339717240448
2300,0.0485,"Conventional OLS","AR/MA lambda=1",2000,0.00480352734977121
2350,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
2400,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
2450,0.0525,"Conventional OLS","AR/MA lambda=1",2000,0.00498717104178311
2500,0.0565,"Conventional OLS","AR/MA lambda=1",2000,0.00516273909857936
2550,0.0535,"Conventional OLS","AR/MA lambda=1",2000,0.00503178646208283
2600,0.051,"Conventional OLS","AR/MA lambda=1",2000,0.00491929873051027
2650,0.0505,"Conventional OLS","AR/MA lambda=1",2000,0.00489641450451246
2700,0.0485,"Conventional OLS","AR/MA lambda=1",2000,0.00480352734977121
2750,0.0455,"Conventional OLS","AR/MA lambda=1",2000,0.00465992220965114
2800,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
2850,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
2900,0.047,"Conventional OLS","AR/MA lambda=1",2000,0.00473238840333293
2950,0.047,"Conventional OLS","AR/MA lambda=1",2000,0.00473238840333293
3000,0.0535,"Conventional OLS","AR/MA lambda=1",2000,0.00503178646208283
3050,0.049,"Conventional OLS","AR/MA lambda=1",2000,0.00482695556225661
3100,0.0515,"Conventional OLS","AR/MA lambda=1",2000,0.00494205169944629
3150,0.05,"Conventional OLS","AR/MA lambda=1",2000,0.00487339717240448
3200,0.049,"Conventional OLS","AR/MA lambda=1",2000,0.00482695556225661
3250,0.0505,"Conventional OLS","AR/MA lambda=1",2000,0.00489641450451246
3300,0.049,"Conventional OLS","AR/MA lambda=1",2000,0.00482695556225661
3350,0.05,"Conventional OLS","AR/MA lambda=1",2000,0.00487339717240448
3400,0.046,"Conventional OLS","AR/MA lambda=1",2000,0.00468422885862764
3450,0.047,"Conventional OLS","AR/MA lambda=1",2000,0.00473238840333293
3500,0.0495,"Conventional OLS","AR/MA lambda=1",2000,0.0048502448391808
3550,0.0495,"Conventional OLS","AR/MA lambda=1",2000,0.0048502448391808
3600,0.048,"Conventional OLS","AR/MA lambda=1",2000,0.00477995815881269
3650,0.0495,"Conventional OLS","AR/MA lambda=1",2000,0.0048502448391808
3700,0.051,"Conventional OLS","AR/MA lambda=1",2000,0.00491929873051027
3750,0.053,"Conventional OLS","AR/MA lambda=1",2000,0.0050095408971282
3800,0.0505,"Conventional OLS","AR/MA lambda=1",2000,0.00489641450451246
3850,0.0505,"Conventional OLS","AR/MA lambda=1",2000,0.00489641450451246
3900,0.0495,"Conventional OLS","AR/MA lambda=1",2000,0.0048502448391808
3950,0.053,"Conventional OLS","AR/MA lambda=1",2000,0.0050095408971282
4000,0.057,"Conventional OLS","AR/MA lambda=1",2000,0.00518415856238985
4050,0.053,"Conventional OLS","AR/MA lambda=1",2000,0.0050095408971282
4100,0.0525,"Conventional OLS","AR/MA lambda=1",2000,0.00498717104178311
4150,0.0535,"Conventional OLS","AR/MA lambda=1",2000,0.00503178646208283
4200,0.0515,"Conventional OLS","AR/MA lambda=1",2000,0.00494205169944629
4250,0.053,"Conventional OLS","AR/MA lambda=1",2000,0.0050095408971282
4300,0.054,"Conventional OLS","AR/MA lambda=1",2000,0.00505390937789747
4350,0.0555,"Conventional OLS","AR/MA lambda=1",2000,0.00511955808639769
4400,0.0565,"Conventional OLS","AR/MA lambda=1",2000,0.00516273909857936
4450,0.059,"Conventional OLS","AR/MA lambda=1",2000,0.00526872849936301
4500,0.058,"Conventional OLS","AR/MA lambda=1",2000,0.00522666241496426
4550,0.0555,"Conventional OLS","AR/MA lambda=1",2000,0.00511955808639769
4600,0.057,"Conventional OLS","AR/MA lambda=1",2000,0.00518415856238985
4650,0.06,"Conventional OLS","AR/MA lambda=1",2000,0.0053103672189407
4700,0.06,"Conventional OLS","AR/MA lambda=1",2000,0.0053103672189407
4750,0.0635,"Conventional OLS","AR/MA lambda=1",2000,0.005452877680638
4800,0.061,"Conventional OLS","AR/MA lambda=1",2000,0.00535158854920667
4850,0.063,"Conventional OLS","AR/MA lambda=1",2000,0.00543281694887652
4900,0.0625,"Conventional OLS","AR/MA lambda=1",2000,0.00541265877365274
4950,0.0615,"Conventional OLS","AR/MA lambda=1",2000,0.00537204569973116
5000,0.0605,"Conventional OLS","AR/MA lambda=1",2000,0.0053310294503032
50,0.683,"Conventional OLS","I(1)",2000,0.0104045903331174
100,0.7765,"Conventional OLS","I(1)",2000,0.00931524959407959
150,0.8315,"Conventional OLS","I(1)",2000,0.00836981929315084
200,0.852,"Conventional OLS","I(1)",2000,0.00794027707325129
250,0.841,"Conventional OLS","I(1)",2000,0.00817676586432558
300,0.8595,"Conventional OLS","I(1)",2000,0.0077704488287357
350,0.887,"Conventional OLS","I(1)",2000,0.00707923018413725
400,0.8845,"Conventional OLS","I(1)",2000,0.00714701860918243
450,0.895,"Conventional OLS","I(1)",2000,0.00685474288358068
500,0.893,"Conventional OLS","I(1)",2000,0.0069119823495145
550,0.9065,"Conventional OLS","I(1)",2000,0.0065099059132986
600,0.9165,"Conventional OLS","I(1)",2000,0.00618578006398546
650,0.9035,"Conventional OLS","I(1)",2000,0.00660256578914591
700,0.912,"Conventional OLS","I(1)",2000,0.00633466652634533
750,0.931,"Conventional OLS","I(1)",2000,0.00566740681440815
800,0.9175,"Conventional OLS","I(1)",2000,0.0061519813881383
850,0.9215,"Conventional OLS","I(1)",2000,0.00601405645134796
900,0.922,"Conventional OLS","I(1)",2000,0.00599649897857074
950,0.924,"Conventional OLS","I(1)",2000,0.0059255379502624
1000,0.933,"Conventional OLS","I(1)",2000,0.00559066185706129
1050,0.924,"Conventional OLS","I(1)",2000,0.0059255379502624
1100,0.9285,"Conventional OLS","I(1)",2000,0.00576141258720464
1150,0.9315,"Conventional OLS","I(1)",2000,0.00564835152942874
1200,0.9295,"Conventional OLS","I(1)",2000,0.00572406105837455
1250,0.9385,"Conventional OLS","I(1)",2000,0.00537204569973116
1300,0.9365,"Conventional OLS","I(1)",2000,0.005452877680638
1350,0.938,"Conventional OLS","I(1)",2000,0.00539240206216117
1400,0.9395,"Conventional OLS","I(1)",2000,0.0053310294503032
1450,0.9435,"Conventional OLS","I(1)",2000,0.00516273909857936
1500,0.937,"Conventional OLS","I(1)",2000,0.00543281694887652
1550,0.944,"Conventional OLS","I(1)",2000,0.00514120608417908
1600,0.943,"Conventional OLS","I(1)",2000,0.00518415856238985
1650,0.949,"Conventional OLS","I(1)",2000,0.00491929873051028
1700,0.946,"Conventional OLS","I(1)",2000,0.00505390937789747
1750,0.943,"Conventional OLS","I(1)",2000,0.00518415856238985
1800,0.9475,"Conventional OLS","I(1)",2000,0.00498717104178311
1850,0.947,"Conventional OLS","I(1)",2000,0.0050095408971282
1900,0.954,"Conventional OLS","I(1)",2000,0.00468422885862764
1950,0.954,"Conventional OLS","I(1)",2000,0.00468422885862764
2000,0.952,"Conventional OLS","I(1)",2000,0.00477995815881269
2050,0.9565,"Conventional OLS","I(1)",2000,0.00456112650559048
