"n","z","panel"
50,0.205616995127524,"n = 50"
50,-1.00596593357269,"n = 50"
50,0.933413461270334,"n = 50"
50,-0.330077286176128,"n = 50"
50,2.61316847842883,"n = 50"
50,2.14466280694162,"n = 50"
50,-0.432312635939833,"n = 50"
50,1.13593424453203,"n = 50"
50,1.00521606614981,"n = 50"
50,0.889266878295155,"n = 50"
50,0.993217252768213,"n = 50"
50,-1.8199974688615,"n = 50"
50,-0.521195655095694,"n = 50"
50,0.13507998401705,"n = 50"
50,0.466867191671817,"n = 50"
50,2.33338943630313,"n = 50"
50,-1.36510770565022,"n = 50"
50,2.17060852312416,"n = 50"
50,1.23802374130245,"n = 50"
50,-0.238837436435815,"n = 50"
50,0.139282851854397,"n = 50"
50,2.13583106397693,"n = 50"
50,-1.74799355677391,"n = 50"
50,1.58213831405721,"n = 50"
50,-1.26837782164839,"n = 50"
50,-0.676942624351259,"n = 50"
50,0.556265436102906,"n = 50"
50,0.745854545563612,"n = 50"
50,-1.85388686075538,"n = 50"
50,2.38045119255959,"n = 50"
50,0.444799703065272,"n = 50"
50,-0.913993240983498,"n = 50"
50,2.28124147514532,"n = 50"
50,1.27603613206104,"n = 50"
50,0.414144063560753,"n = 50"
50,1.51188067053131,"n = 50"
50,-0.382799802013522,"n = 50"
50,-1.67154528928321,"n = 50"
50,0.170045132893999,"n = 50"
50,-1.66664705783534,"n = 50"
50,-1.50638470721302,"n = 50"
50,1.81606896023803,"n = 50"
50,-0.962024267868172,"n = 50"
50,0.0517363278527471,"n = 50"
50,1.29024641859448,"n = 50"
50,2.53519839858488,"n = 50"
50,-1.14659367235216,"n = 50"
50,0.756942797588113,"n = 50"
50,0.369917421159664,"n = 50"
50,-1.37091417850704,"n = 50"
50,2.27459230552083,"n = 50"
50,1.0230114163941,"n = 50"
50,0.0133768773131102,"n = 50"
50,1.21267299602883,"n = 50"
50,-2.50323217700035,"n = 50"
50,-0.256505865823375,"n = 50"
50,-0.195152296714235,"n = 50"
50,0.59067040475426,"n = 50"
50,-1.01000479965003,"n = 50"
50,-0.0852284136838458,"n = 50"
50,-1.38937233520427,"n = 50"
50,-1.46878096162529,"n = 50"
50,0.338339310521209,"n = 50"
50,-1.88537374698557,"n = 50"
50,-0.0743412413304273,"n = 50"
50,-1.46296767389604,"n = 50"
50,1.17960327433722,"n = 50"
50,-0.0532514406688735,"n = 50"
50,0.432852290137521,"n = 50"
50,-0.348939705938899,"n = 50"
50,-0.849978959746739,"n = 50"
50,0.722091096911101,"n = 50"
50,-0.19663059030262,"n = 50"
50,0.273105862271277,"n = 50"
50,0.096636167234475,"n = 50"
50,-0.277066940186247,"n = 50"
50,-0.0172542387387032,"n = 50"
50,-1.2015378815623,"n = 50"
50,-0.903368879397824,"n = 50"
50,0.138081039597953,"n = 50"
50,-0.312404460363395,"n = 50"
50,-1.73022856342289,"n = 50"
